Referência;MARCA;Impressora;Descrição;Capacidade;Família;Preço de Compra s/Imposto;PVD2;PVD3;Preço c/Imposto;PVD3
HT-Q6473A;HP;Toner (Laser);HP Q6473A MAGENTA CARTUCHO DE TONER GENERICO Nº502A;4.000 Páginas;185;11,32   ;15,85   ;15,28   ;45,90   ;Si
HT-Q6511A;HP;Toner (Laser);HP Q6511A BLACK CARTUCHO DE TONER GENERICO Nº11A;6.000 Páginas;185;8,36   ;11,70   ;11,28   ;34,50   ;Si
HT-Q6511X;CANON;Toner (Laser);CANON 710H BLACK CARTUCHO DE TONER GENERICO 0986B001;12.000 Páginas;185;9,10   ;12,74   ;12,29   ;48,90   ;Si
HT-Q6511X;HP;Toner (Laser);HP Q6511X BLACK CARTUCHO DE TONER GENERICO Nº11X;12.000 Páginas;185;9,10   ;12,74   ;12,29   ;48,90   ;Si
HT-Q7516A;HP;Toner (Laser);HP Q7516A BLACK CARTUCHO DE TONER GENERICO Nº16A;12.000 Páginas;185;12,84   ;17,98   ;17,34   ;39,95   ;Si
HT-Q7551A;HP;Toner (Laser);HP Q7551A BLACK CARTUCHO DE TONER GENERICO Nº51A;6.500 Páginas;185;7,87   ;11,01   ;10,62   ;34,50   ;Si
HT-Q7551X;HP;Toner (Laser);HP Q7551X BLACK CARTUCHO DE TONER GENERICO Nº51X;13.000 Páginas;185;8,88   ;12,43   ;11,99   ;48,90   ;Si
HT-Q7553A-UNIV;HP;Toner (Laser);HP Q7553A/Q5949A BLACK CARTUCHO DE TONER GENERICO UNIVERSAL Nº53A/49A;3.000 Páginas;185;3,98   ;5,57   ;5,37   ;21,50   ;Si
HT-Q7553A-UNIV;CANON;Toner (Laser);CANON 708/715 BLACK CARTUCHO DE TONER GENERICO UNIVERSAL 0266B002/1975B002;3.000 Páginas;185;3,98   ;5,57   ;5,37   ;21,50   ;Si
HT-Q7553X-UNIV;HP;Toner (Laser);HP Q7553X/Q5949X BLACK CARTUCHO DE TONER GENERICO UNIVERSAL Nº53X/49X;7.000 Páginas;185;4,93   ;6,90   ;6,65   ;24,90   ;Si
HT-Q7553X-UNIV;CANON;Toner (Laser);CANON 708H/715H BLACK CARTUCHO DE TONER GENERICO UNIVERSAL 0917B002/1976B002;7.000 Páginas;185;4,93   ;6,90   ;6,65   ;24,90   ;Si
HT-Q7560A;HP;Toner (Laser);HP Q7560A BLACK CARTUCHO DE TONER GENERICO;6.500 Páginas;185;11,46   ;16,05   ;15,48   ;51,90   ;Si
HT-Q7561A;HP;Toner (Laser);HP Q7561A CYAN CARTUCHO DE TONER GENERICO;3.500 Páginas;185;11,46   ;16,05   ;15,48   ;51,90   ;Si
HT-Q7562A;HP;Toner (Laser);HP Q7562A YELLOW CARTUCHO DE TONER GENERICO;3.500 Páginas;185;11,46   ;16,05   ;15,48   ;51,90   ;Si
HT-Q7563A;HP;Toner (Laser);HP Q7563A MAGENTA CARTUCHO DE TONER GENERICO;3.500 Páginas;185;11,46   ;16,05   ;15,48   ;51,90   ;Si
HT-Q7570A;HP;Toner (Laser);HP Q7570A BLACK CARTUCHO DE TONER GENERICO Nº70A;15.000 Páginas;185;14,90   ;20,86   ;20,12   ;57,90   ;Si
HT-Q7581A;HP;Toner (Laser);HP Q7581A CYAN CARTUCHO DE TONER GENERICO Nº503A;6.000 Páginas;185;13,10   ;18,34   ;17,69   ;51,90   ;Si
HT-Q7581A;CANON;Toner (Laser);CANON 711/C-EXV26 CYAN CARTUCHO DE TONER GENERICO 1659B002/1659B006;6.000 Páginas;185;13,10   ;18,34   ;17,69   ;51,90   ;Si
HT-Q7582A;HP;Toner (Laser);HP Q7582A YELLOW CARTUCHO DE TONER GENERICO Nº503A;6.000 Páginas;185;13,10   ;18,34   ;17,69   ;51,90   ;Si
HT-Q7582A;CANON;Toner (Laser);CANON 711/C-EXV26 YELLOW CARTUCHO DE TONER GENERICO 1657B002/1657B006;6.000 Páginas;185;13,10   ;18,34   ;17,69   ;51,90   ;Si
HT-Q7583A;HP;Toner (Laser);HP Q7583A MAGENTA CARTUCHO DE TONER GENERICO Nº503A;6.000 Páginas;185;13,10   ;18,34   ;17,69   ;51,90   ;Si
HT-Q7583A;CANON;Toner (Laser);CANON 711/C-EXV26 MAGENTA CARTUCHO DE TONER GENERICO 1658B002/1658B006;6.000 Páginas;185;13,10   ;18,34   ;17,69   ;51,90   ;Si
IBM4683;IBM;Matricial;IBM 4680/4683/4693 NEGRA FITA MATRICIAL GENERICA;4.000.000 Caracteres;193;0,97   ;1,35   ;1,30   ;3,50   ;Si
KDI-10XLBK;KODAK;Tinta (Ink-jet);KODAK 10XL BLACK CARTUCHO DE TINTA GENERICO 3949922;15 ml;181;1,23   ;1,72   ;1,66   ;6,50   ;Si
KDI-10XLC;KODAK;Tinta (Ink-jet);KODAK 10XL 5 COLORES CARTUCHO DE TINTA GENERICO 3949930;60 ml;181;1,40   ;1,97   ;1,90   ;7,95   ;Si
KDI-30XLBK;KODAK;Tinta (Ink-jet);KODAK 30XL BLACK CARTUCHO DE TINTA GENERICO 3952363;16 ml;181;1,32   ;1,85   ;1,78   ;6,90   ;Si
KDI-30XLC;KODAK;Tinta (Ink-jet);KODAK 30XL TRICOLOR CARTUCHO DE TINTA GENERICO 3952371;39 ml;181;1,58   ;2,21   ;2,13   ;8,25   ;Si
KDI-A10BK;KODAK;Tinta (Ink-jet);KODAK ADVENT A10 BLACK CARTUCHO DE TINTA GENERICO;13.6 ml;181;1,57   ;2,19   ;2,12   ;9,50   ;Si
KDI-A10C;KODAK;Tinta (Ink-jet);KODAK ADVENT A10 TRICOLOR CARTUCHO DE TINTA GENERICO;37.8 ml;181;2,09   ;2,93   ;2,83   ;9,50   ;Si
KMT-1350W;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA PAGEPRO 1300/1350 BLACK TONER GENERICO 4518812;6.000 Páginas;185;8,89   ;12,45   ;12,01   ;32,95   ;Si
KMT-1600WBK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 1600W BLACK CARTUCHO DE TONER GENERICO A0V301H;2.500 Páginas;185;6,10   ;8,54   ;8,24   ;35,90   ;Si
KMT-1600WCY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 1600W CYAN CARTUCHO DE TONER GENERICO A0V30HH;2.500 Páginas;185;6,10   ;8,54   ;8,24   ;32,95   ;Si
KMT-1600WMG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 1600W MAGENTA CARTUCHO DE TONER GENERICO A0V30CH;2.500 Páginas;185;6,10   ;8,54   ;8,24   ;32,95   ;Si
KMT-1600WYL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 1600W YELLOW CARTUCHO DE TONER GENERICO A0V306H;2.500 Páginas;185;6,10   ;8,54   ;8,24   ;32,95   ;Si
KMT-2400WBK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 2400W/2500W BLACK CARTUCHO DE TONER GENERICO A00W432;4.500 Páginas;185;17,17   ;24,90   ;23,18   ;49,90   ;Si
KMT-2400WCY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 2400W/2500W CYAN CARTUCHO DE TONER GENERICO A00W332;4.500 Páginas;185;17,17   ;24,90   ;23,18   ;49,90   ;Si
KMT-2400WMG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 2400W/2500W MAGENTA CARTUCHO DE TONER GENERICO A00W232;4.500 Páginas;185;17,17   ;24,90   ;23,18   ;49,90   ;Si
KMT-2400WYL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 2400W/2500W YELLOW CARTUCHO DE TONER GENERICO A00W132;4.500 Páginas;185;17,17   ;24,90   ;23,18   ;49,90   ;Si
KMT-4650BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 4650/4690MF/4695MF BLACK CARTUCHO DE TONER GENERICO A0DK152;8.000 Páginas;185;8,40   ;11,77   ;11,35   ;78,90   ;Si
KMT-4650CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 4650/4690MF/4695MF CYAN CARTUCHO DE TONER GENERICO A0DK452;8.000 Páginas;185;8,40   ;11,77   ;11,35   ;78,90   ;Si
KMT-4650MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 4650/4690MF/4695MF MAGENTA CARTUCHO DE TONER GENERICO A0DK352;8.000 Páginas;185;8,40   ;11,77   ;11,35   ;78,90   ;Si
KMT-4650YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 4650/4690MF/4695MF YELLOW CARTUCHO DE TONER GENERICO A0DK252;8.000 Páginas;185;8,40   ;11,77   ;11,35   ;78,90   ;Si
KMT-5430BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 5430DL/5450 BLACK CARTUCHO DE TONER GENERICO 4539432;6.000 Páginas;185;33,58   ;48,69   ;45,33   ;74,75   ;Si
KMT-5430CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 5430DL/5450 CYAN CARTUCHO DE TONER GENERICO 4539332;6.000 Páginas;185;33,58   ;48,69   ;45,33   ;74,75   ;Si
KMT-5430MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 5430DL/5450 MAGENTA CARTUCHO DE TONER GENERICO 4539232;6.000 Páginas;185;33,58   ;48,69   ;45,33   ;74,75   ;Si
KMT-5430YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MAGICOLOR 5430DL/5450 YELLOW CARTUCHO DE TONER GENERICO 4539132;6.000 Páginas;185;33,58   ;48,69   ;45,33   ;74,75   ;Si
KMT-C25BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C25 BLACK CARTUCHO DE TONER GENERICO A0X5153/TNP-27K;5.200 Páginas;185;6,70   ;9,38   ;9,04   ;32,90   ;Si
KMT-C25CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C25 CYAN CARTUCHO DE TONER GENERICO A0X5453/TNP-27C;4.500 Páginas;185;6,70   ;9,38   ;9,04   ;32,90   ;Si
KMT-C25MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C25 MAGENTA CARTUCHO DE TONER GENERICO A0X5353/TNP-27M;4.500 Páginas;185;6,70   ;9,38   ;9,04   ;32,90   ;Si
KMT-C25YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C25 YELLOW CARTUCHO DE TONER GENERICO A0X5253/TNP-27Y;4.500 Páginas;185;6,70   ;9,38   ;9,04   ;32,90   ;Si
KMT-C35BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C35/C35P BLACK CARTUCHO DE TONER GENERICO A0X5152/TNP-22K;5.200 Páginas;185;6,58   ;9,21   ;8,88   ;28,50   ;Si
KMT-C35CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C35/C35P CYAN CARTUCHO DE TONER GENERICO A0X5452/TNP-22C;4.600 Páginas;185;6,58   ;9,21   ;8,88   ;34,90   ;Si
KMT-C35MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C35/C35P MAGENTA CARTUCHO DE TONER GENERICO A0X5352/TNP-22M;4.600 Páginas;185;6,58   ;9,21   ;8,88   ;34,90   ;Si
KMT-C35YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C35/C35P YELLOW CARTUCHO DE TONER GENERICO A0X5252/TNP-22Y;4.600 Páginas;185;6,58   ;9,21   ;8,88   ;34,90   ;Si
KMT-DR311BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C220/C280/C360 BLACK TAMBOR DE IMAGEM GENERICO A0XV0RD/DR-311K (DRUM);70.000 Páginas;185;19,74   ;28,62   ;26,65   ;78,90   ;Si
KMT-DR311CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C220/C280/C360 CYAN TAMBOR DE IMAGEM GENERICO A0XV0TD/DR-311C (DRUM);55.000 Páginas;185;19,74   ;28,62   ;26,65   ;72,90   ;Si
KMT-DR311MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C220/C280/C360 MAGENTA TAMBOR DE IMAGEM GENERICO A0XV0TD/DR-311M (DRUM);55.000 Páginas;185;19,74   ;28,62   ;26,65   ;72,90   ;Si
KMT-DR311YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C220/C280/C360 YELLOW TAMBOR DE IMAGEM GENERICO A0XV0TD/DR-311Y (DRUM);55.000 Páginas;185;19,74   ;28,62   ;26,65   ;72,90   ;Si
KMT-DR512BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C224/C284/C364/C454/C554 BLACK TAMBOR DE IMAGEM GENERICO A2XN0RD/DR-512K (DRUM);95.000 Páginas;185;17,22   ;24,96   ;23,24   ;78,90   ;Si
KMT-DR512CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C224/C284/C364/C454/C554 CYAN TAMBOR DE IMAGEM GENERICO A2XN0TD/DR-512C (DRUM);75.000 Páginas;185;17,22   ;24,96   ;23,24   ;72,90   ;Si
KMT-DR512MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C224/C284/C364/C454/C554 MAGENTA TAMBOR DE IMAGEM GENERICO A2XN0TD/DR-512M (DRUM);75.000 Páginas;185;17,22   ;24,96   ;23,24   ;72,90   ;Si
KMT-DR512YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C224/C284/C364/C454/C554 YELLOW TAMBOR DE IMAGEM GENERICO A2XN0TD/DR-512Y (DRUM);75.000 Páginas;185;17,22   ;24,96   ;23,24   ;72,90   ;No
KMT-MF1600;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA MF1600 BLACK CARTUCHO DE TONER GENERICO 4152-613;6.000 Páginas;185;20,83   ;30,20   ;28,12   ;47,83   ;Si
KMT-TN114;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA TN114/TN101K BLACK CARTUCHO DE TONER GENERICO 106B/012A/8937732;11.000 Páginas;185;3,87   ;5,42   ;5,23   ;21,90   ;Si
KMT-TN117;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA TN116/TN117 BLACK CARTUCHO DE TONER GENERICO A1UC050/A1UC0D0/TN-116/TN-117;5.500 Páginas;185;5,21   ;7,30   ;7,04   ;26,50   ;Si
KMT-TN118;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA TN118 BLACK CARTUCHO DE TONER GENERICO A3VW050/TN-118;12.000 Páginas;185;5,19   ;7,27   ;7,01   ;19,90   ;Si
KMT-TN210BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C250/C252 BLACK CARTUCHO DE TONER GENERICO 8938-509/TN-210K;20.000 Páginas;185;15,36   ;22,28   ;20,74   ;46,50   ;Si
KMT-TN210CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C250/C252 CYAN CARTUCHO DE TONER GENERICO 8938-512/TN-210C;12.000 Páginas;185;14,34   ;20,08   ;19,37   ;46,50   ;Si
KMT-TN210MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C250/C252 MAGENTA CARTUCHO DE TONER GENERICO 8938-511/TN-210M;12.000 Páginas;185;14,34   ;20,08   ;19,37   ;46,50   ;Si
KMT-TN210YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C250/C252 YELLOW CARTUCHO DE TONER GENERICO 8938-510/TN-210Y;12.000 Páginas;185;14,34   ;20,08   ;19,37   ;46,50   ;Si
KMT-TN211;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA TN211 BLACK CARTUCHO DE TONER GENERICO 8938-415/TN211;17.500 Páginas;185;3,82   ;5,34   ;5,15   ;29,90   ;Si
KMT-TN213BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C203/C253 BLACK CARTUCHO DE TONER GENERICO A0D7152/TN-213K;24.500 Páginas;185;11,71   ;16,40   ;15,81   ;51,90   ;Si
KMT-TN213CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C203/C253 CYAN CARTUCHO DE TONER GENERICO A0D7452/TN-213C;19.000 Páginas;185;15,89   ;23,04   ;21,45   ;57,90   ;Si
KMT-TN213MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C203/C253 MAGENTA CARTUCHO DE TONER GENERICO A0D7352/TN-213M;19.000 Páginas;185;15,89   ;23,04   ;21,45   ;57,90   ;Si
KMT-TN213YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C203/C253 YELLOW CARTUCHO DE TONER GENERICO A0D7252/TN-213Y;19.000 Páginas;185;15,89   ;23,04   ;21,45   ;57,90   ;Si
KMT-TN216BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C220/C280 BLACK CARTUCHO DE TONER GENERICO A11G151/TN-216K;29.000 Páginas;185;10,38   ;14,53   ;14,01   ;43,90   ;Si
KMT-TN216BK;OLIVETTI;Toner (Laser);OLIVETTI D-COLOR MF220/MF280 BLACK CARTUCHO DE TONER GENERICO B0854;29.000 Páginas;185;10,38   ;14,53   ;14,01   ;43,90   ;Si
KMT-TN216CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C220/C280 CYAN CARTUCHO DE TONER GENERICO A11G451/TN-216C;26.000 Páginas;185;16,74   ;24,28   ;22,60   ;64,90   ;Si
KMT-TN216CY;OLIVETTI;Toner (Laser);OLIVETTI D-COLOR MF220/MF280 CYAN CARTUCHO DE TONER GENERICO B0857;26.000 Páginas;185;16,74   ;24,28   ;22,60   ;64,90   ;Si
KMT-TN216MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C220/C280 MAGENTA CARTUCHO DE TONER GENERICO A11G351/TN-216M;26.000 Páginas;185;16,74   ;24,28   ;22,60   ;64,90   ;Si
KMT-TN216MG;OLIVETTI;Toner (Laser);OLIVETTI D-COLOR MF220/MF280 MAGENTA CARTUCHO DE TONER GENERICO B0856;26.000 Páginas;185;16,74   ;24,28   ;22,60   ;64,90   ;Si
KMT-TN216YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C220/C280 YELLOW CARTUCHO DE TONER GENERICO A11G251/TN-216Y;26.000 Páginas;185;16,74   ;24,28   ;22,60   ;64,90   ;Si
KMT-TN216YL;OLIVETTI;Toner (Laser);OLIVETTI D-COLOR MF220/MF280 YELLOW CARTUCHO DE TONER GENERICO B0855;26.000 Páginas;185;16,74   ;24,28   ;22,60   ;64,90   ;Si
KMT-TN217;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA TN217 BLACK CARTUCHO DE TONER GENERICO A202031/A202051/TN217;17.500 Páginas;185;5,35   ;7,49   ;7,23   ;21,50   ;Si
KMT-TN220BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C221/C221S/C281 BLACK CARTUCHO DE TONER GENERICO A33K180/TN-220K;29.000 Páginas;185;11,43   ;16,00   ;15,43   ;31,90   ;Si
KMT-TN220CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C221/C221S/C281 CYAN CARTUCHO DE TONER GENERICO A33K480/TN-220C;26.000 Páginas;185;21,64   ;31,37   ;29,21   ;49,90   ;Si
KMT-TN220MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C221/C221S/C281 MAGENTA CARTUCHO DE TONER GENERICO A33K380/TN-220M;26.000 Páginas;185;21,64   ;31,37   ;29,21   ;49,90   ;Si
KMT-TN220YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C221/C221S/C281 YELLOW CARTUCHO DE TONER GENERICO A33K280/TN-220Y;26.000 Páginas;185;21,64   ;31,37   ;29,21   ;49,90   ;Si
KMT-TN221BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C227/C267/C287 BLACK CARTUCHO DE TONER GENERICO TN-221K/A8K3150;24.000 Páginas;185;8,05   ;11,27   ;10,87   ;34,90   ;Si
KMT-TN221CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C227/C267/C287 CYAN CARTUCHO DE TONER GENERICO TN-221C/A8K3450;21.000 Páginas;185;14,56   ;20,38   ;19,65   ;49,90   ;Si
KMT-TN221MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C227/C267/C287 MAGENTA CARTUCHO DE TONER GENERICO TN-221M/A8K3350;21.000 Páginas;185;14,56   ;20,38   ;19,65   ;49,90   ;Si
KMT-TN221YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C227/C267/C287 YELLOW CARTUCHO DE TONER GENERICO TN-221Y/A8K3250;21.000 Páginas;185;14,56   ;20,38   ;19,65   ;49,90   ;Si
KMT-TN310BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C350/C351/C450 BLACK CARTUCHO DE TONER GENERICO 4053-403/TN310K;11.500 Páginas;185;4,87   ;6,82   ;6,58   ;23,50   ;Si
KMT-TN310CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C350/C351/C450 CYAN CARTUCHO DE TONER GENERICO 4053-703/TN310C;11.500 Páginas;185;8,50   ;11,89   ;11,47   ;32,50   ;Si
KMT-TN310MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C350/C351/C450 MAGENTA CARTUCHO DE TONER GENERICO 4053-603/TN310M;11.500 Páginas;185;8,50   ;11,89   ;11,47   ;32,50   ;Si
KMT-TN310YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C350/C351/C450 YELLOW CARTUCHO DE TONER GENERICO 4053-503/TN310Y;11.500 Páginas;185;8,50   ;11,89   ;11,47   ;32,50   ;Si
KMT-TN311;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA TN311 BLACK CARTUCHO DE TONER GENERICO 8938-404/TN-311;17.500 Páginas;185;4,40   ;6,16   ;5,94   ;26,50   ;Si
KMT-TN312BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C300/C352 BLACK CARTUCHO DE TONER GENERICO 8938705/TN-312K;12.000 Páginas;185;11,02   ;15,43   ;14,88   ;34,90   ;Si
KMT-TN312CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C300/C352 CYAN CARTUCHO DE TONER GENERICO 8938708/TN-312C;12.000 Páginas;185;13,95   ;19,53   ;18,83   ;44,90   ;Si
KMT-TN312MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C300/C352 MAGENTA CARTUCHO DE TONER GENERICO 8938707/TN-312M;12.000 Páginas;185;13,95   ;19,53   ;18,83   ;44,90   ;Si
KMT-TN312YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C300/C352 YELLOW CARTUCHO DE TONER GENERICO 8938706/TN-312Y;12.000 Páginas;185;13,95   ;19,53   ;18,83   ;44,90   ;Si
KMT-TN314BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C353 BLACK CARTUCHO DE TONER GENERICO TN-314K/A0D7151;26.000 Páginas;185;15,62   ;22,65   ;21,09   ;38,90   ;Si
KMT-TN314CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C353 CYAN CARTUCHO DE TONER GENERICO TN-314C/A0D7451;20.000 Páginas;185;19,74   ;28,62   ;26,65   ;54,90   ;Si
KMT-TN314MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C353 MAGENTA CARTUCHO DE TONER GENERICO TN-314M/A0D7351;20.000 Páginas;185;19,74   ;28,62   ;26,65   ;54,90   ;Si
KMT-TN314YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C353 YELLOW CARTUCHO DE TONER GENERICO TN-314Y/A0D7251;20.000 Páginas;185;19,74   ;28,62   ;26,65   ;54,90   ;Si
KMT-TN318BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C20P/C20 BLACK CARTUCHO DE TONER GENERICO A0DK153/TN-318K;8.000 Páginas;185;7,91   ;11,07   ;10,67   ;45,90   ;Si
KMT-TN318CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C20P/C20 CYAN CARTUCHO DE TONER GENERICO A0DK453/TN-318C;8.000 Páginas;185;7,91   ;11,07   ;10,67   ;68,90   ;Si
KMT-TN318MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C20P/C20 MAGENTA CARTUCHO DE TONER GENERICO A0DK353/TN-318M;8.000 Páginas;185;7,91   ;11,07   ;10,67   ;68,90   ;Si
KMT-TN318YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C20P/C20 YELLOW CARTUCHO DE TONER GENERICO A0DK253/TN-318Y;8.000 Páginas;185;7,91   ;11,07   ;10,67   ;68,90   ;Si
KMT-TN319BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C360 BLACK CARTUCHO DE TONER GENERICO A11G150/TN-319K;29.000 Páginas;185;16,20   ;23,49   ;21,87   ;54,90   ;Si
KMT-TN319CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C360 CYAN CARTUCHO DE TONER GENERICO A11G450/TN-319C;26.000 Páginas;185;18,69   ;27,10   ;25,23   ;64,90   ;Si
KMT-TN319MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C360 MAGENTA CARTUCHO DE TONER GENERICO A11G350/TN-319M;26.000 Páginas;185;18,69   ;27,10   ;25,23   ;64,90   ;Si
KMT-TN319YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C360 YELLOW CARTUCHO DE TONER GENERICO A11G250/TN-319Y;26.000 Páginas;185;18,69   ;27,10   ;25,23   ;64,90   ;Si
KMT-TN321BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C224/C284/C364 BLACK CARTUCHO DE TONER GENERICO A33K150/TN-321K;27.000 Páginas;185;9,85   ;13,78   ;13,29   ;49,90   ;Si
KMT-TN321CY;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C224/C284/C364 CYAN CARTUCHO DE TONER GENERICO A33K450/TN-321C;25.000 Páginas;185;17,23   ;24,98   ;23,26   ;64,90   ;Si
KMT-TN321MG;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C224/C284/C364 MAGENTA CARTUCHO DE TONER GENERICO A33K350/TN-321M;25.000 Páginas;185;17,23   ;24,98   ;23,26   ;64,90   ;Si
KMT-TN321YL;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C224/C284/C364 YELLOW CARTUCHO DE TONER GENERICO A33K250/TN-321Y;25.000 Páginas;185;17,23   ;24,98   ;23,26   ;64,90   ;Si
KMT-TN323BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA TN323 BLACK CARTUCHO DE TONER GENERICO A87M050/TN-323;23.000 Páginas;185;8,97   ;12,56   ;12,12   ;34,90   ;Si
KMT-TN324BK;KONICA MINOLTA;Toner (Laser);KONICA MINOLTA BIZHUB C258/C308/C368 BLACK CARTUCHO DE TONER GENERICO A8DA150/TN324K;26.000 Páginas;185;10,77   ;15,08   ;14,54   ;35,90   ;Si
